experiment_id,session_id,device_id,event_id,type,device_time,logged_time,time,confidence_interval,delay,filter_id,eye,gaze_x,gaze_y,gaze_z,eye_cam_x,eye_cam_y,eye_cam_z,angle_x,angle_y,raw_x,raw_y,pupil_measure1,pupil_measure1_type,pupil_measure2,pupil_measure2_type,ppd_x,ppd_y,velocity_x,velocity_y,velocity_xy,status
1,1,0,10884,51,9721.284033,96.16747320000104,96.00605920000089,-1.0,0.161414,0,22,-161.0,-118.0,0.0,0.6088602,2.2322152,54.02278,-2.267708,1.7867106,0.3168056,0.50587964,38.883774,74,2.7707627,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10885,51,9721.291575000001,96.16747320000104,96.01360120000209,-1.0,0.153872,0,22,-151.0,-146.0,0.0,0.6088602,2.2322152,54.02278,-2.257422,1.7971824,0.3163018,0.5075446,41.102516,74,2.9340768,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10886,51,9721.299521,96.16747320000104,96.0215472000018,-1.0,0.145926,0,22,-148.0,-169.0,0.0,0.6088602,2.2322152,54.02278,-2.2510126,1.8071003,0.31565967,0.5083438,43.094994,74,3.0802357,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10887,51,9721.307578,96.16747320000104,96.0296042000009,-1.0,0.137869,0,22,-180.0,-169.0,0.0,0.6088602,2.2322152,54.02278,-2.2658315,1.8137842,0.314121,0.5088086,45.68922,74,3.2663894,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10888,51,9721.315568,96.16747320000104,96.03759420000097,-1.0,0.129879,0,22,-210.0,-176.0,0.0,0.6088602,2.2322152,54.02278,-2.278776,1.8226475,0.31288224,0.50911635,48.115833,74,3.4400327,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10892,51,9721.339637000001,96.20739010000034,96.06166320000193,-1.0,0.1457269,0,22,-234.0,-213.0,0.0,0.6088602,2.2322152,54.02278,-2.281562,1.8441117,0.3139165,0.510274,47.904713,74,3.4209952,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10893,51,9721.348017,96.20739010000034,96.07004320000124,-1.0,0.1373469,0,22,-240.0,-220.0,0.0,0.6088602,2.2322152,54.02278,-2.283127,1.8484727,0.31378913,0.5114186,47.21692,74,3.3714347,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10894,51,9721.355551,96.20739010000034,96.07757720000154,-1.0,0.1298129,0,22,-257.0,-210.0,0.0,0.6088602,2.2322152,54.02278,-2.2932165,1.8472549,0.31293565,0.5107972,47.343277,74,3.378798,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,10913,51,9721.443448,96.29313770000044,96.16547420000097,-1.0,0.1276635,0,21,-556.0,-119.0,0.0,0.56338114,-6.6374593,69.26799,-1.9886991,1.3651103,0.4081804,0.58853114,49.03267,74,4.57044,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,12113,51,9726.443430000001,101.29074880000007,101.16545620000215,-1.0,0.1252926,0,21,-175.0,174.0,0.0,0.5107343,-6.699274,69.92329,-2.236943,1.4506061,0.36355728,0.61310273,44.929142,74,4.194,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,12463,51,9727.927597,102.81698770000003,102.64962320000086,-1.0,0.1673645,0,21,-215.0,228.0,0.0,0.47799048,-6.692546,69.9279,-2.2258866,1.481862,0.3575345,0.606647,33.95278,74,3.089614,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,12464,51,9727.954341,102.86184660000072,102.67636720000155,-1.0,0.1854794,0,21,-30.0,54.0,0.0,0.47799048,-6.692546,69.9279,-2.2928,1.3681251,0.34846228,0.57800245,34.054867,74,3.118638,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,12465,51,9727.961569000001,102.86184660000072,102.68359520000195,-1.0,0.1782514,0,21,-171.0,34.0,0.0,0.47799048,-6.692546,69.9279,-2.2156534,1.3774983,0.35474065,0.5548909,31.213245,74,2.8560178,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,13707,51,9733.235592,108.14369010000155,107.95761820000189,-1.0,0.1860719,0,21,-18.0,106.0,0.0,0.5454601,-6.6750655,69.77483,-2.3067894,1.3969146,0.35493866,0.5983513,31.061415,74,2.7808883,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,13708,51,9733.600891,108.43889370000034,108.32291720000103,-1.0,0.1159765,0,22,-37.0,204.0,0.0,0.77774394,2.2892046,54.16031,-2.2756073,1.6092819,0.32302812,0.4547967,48.650333,74,3.4689913,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,13713,51,9733.631618000001,108.49375280000095,108.35364420000224,-1.0,0.1401086,0,22,-58.0,162.0,0.0,0.77774394,2.2892046,54.16031,-2.2748425,1.6333386,0.32172868,0.4586419,47.853714,74,3.4143233,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,13714,51,9733.639695,108.49375280000095,108.36172120000083,-1.0,0.1320316,0,22,-67.0,152.0,0.0,0.77774394,2.2892046,54.16031,-2.276757,1.6398739,0.32149974,0.4595588,48.633106,74,3.4706225,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,13715,51,9733.64767,108.49375280000095,108.36969620000127,-1.0,0.1240566,0,22,-75.0,142.0,0.0,0.77774394,2.2892046,54.16031,-2.278282,1.6461074,0.32096475,0.45925105,48.723362,74,3.4772635,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,13716,51,9733.655594,108.49375280000095,108.37762020000082,-1.0,0.1161326,0,22,-77.0,132.0,0.0,0.77774394,2.2892046,54.16031,-2.2768786,1.6513982,0.3206418,0.4599091,48.69139,74,3.4759257,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14238,51,9735.823622,110.7696902000007,110.54564820000087,-1.0,0.224042,0,22,63.0,41.0,0.0,0.79306346,2.247462,53.695053,-2.1958823,1.6674161,0.3340987,0.4680349,41.626972,74,2.9364927,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14239,51,9735.831982,110.7696902000007,110.55400820000068,-1.0,0.215682,0,22,69.0,48.0,0.0,0.79306346,2.247462,53.695053,-2.1947086,1.6625199,0.3355087,0.46541435,41.85462,74,2.9506142,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14240,51,9735.979356,110.87939880000158,110.70138220000081,-1.0,0.1780166,0,22,94.0,21.0,0.0,0.79306346,2.247462,53.695053,-2.1788325,1.6695358,0.3351442,0.4660325,39.97575,74,2.8198905,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14241,51,9735.986149,110.87939880000158,110.70817520000128,-1.0,0.1712236,0,22,86.0,22.0,0.0,0.79306346,2.247462,53.695053,-2.1826956,1.6706587,0.33443147,0.46408594,42.77824,74,3.0195956,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14242,51,9735.992389000001,110.87939880000158,110.7144152000019,-1.0,0.1649836,0,22,87.0,28.0,0.0,0.79306346,2.247462,53.695053,-2.1831095,1.6675556,0.33425072,0.46300602,44.4437,74,3.1385648,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14243,51,9735.996948,110.87939880000158,110.71897420000096,-1.0,0.1604246,0,22,73.0,22.0,0.0,0.79306346,2.247462,53.695053,-2.1881208,1.6734018,0.334278,0.46456203,43.792057,74,3.0911577,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14244,51,9736.007601000001,110.87939880000158,110.72962720000214,-1.0,0.1497716,0,22,60.0,14.0,0.0,0.79306346,2.247462,53.695053,-2.192466,1.679657,0.3336342,0.46541035,43.337093,74,3.0585651,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14245,51,9736.015745,110.87939880000158,110.73777120000159,-1.0,0.1416276,0,22,51.0,16.0,0.0,0.79306346,2.247462,53.695053,-2.1968405,1.6806264,0.33348128,0.4658948,43.48532,74,3.068545,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14708,51,9737.939648000001,112.80325920000178,112.66167420000238,-1.0,0.141585,0,22,-35.0,36.0,0.0,0.770846,2.3038273,54.07948,-2.236228,1.6915078,0.3307259,0.4730909,47.134632,74,3.3558695,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,14790,51,9738.303662,113.16231440000047,113.02568820000124,-1.0,0.1366262,0,22,-77.0,-20.0,0.0,0.770846,2.3038273,54.07948,-2.2430162,1.7263827,0.3272089,0.4868374,47.071423,74,3.3595223,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,15298,51,9740.431690000001,115.28861200000028,115.15371620000224,-1.0,0.1348958,0,22,262.0,-89.0,0.0,0.79292935,2.2805734,53.910828,-2.082335,1.6804377,0.36608782,0.4696171,48.102913,74,3.4013848,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,15534,51,9741.439605000001,116.29688730000089,116.16163120000238,-1.0,0.1352561,0,22,249.0,-118.0,0.0,0.8009877,2.2577612,53.70207,-2.078593,1.6999934,0.36545876,0.47290128,47.268097,74,3.327048,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16085,51,9743.783583,118.63268130000142,118.50560920000135,-1.0,0.1270721,0,21,299.0,-342.0,0.0,0.39324498,-6.757131,70.12048,-2.4120219,1.1540544,0.34896293,0.5350374,43.682747,74,4.1293464,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16088,51,9743.819451000001,118.6726088000014,118.54147720000219,-1.0,0.1311316,0,21,263.0,-334.0,0.0,0.39324498,-6.757131,70.12048,-2.3953254,1.1603831,0.3509168,0.5366641,42.36443,74,3.9898126,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16112,51,9743.939609000001,118.7872296000005,118.66163520000191,-1.0,0.1255944,0,22,363.0,-399.0,0.0,0.789321,2.2975967,53.87818,-1.9753232,1.7912045,0.38965732,0.4910011,44.986687,74,3.1722753,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16435,51,9745.303593,120.18954780000058,120.02561920000153,-1.0,0.1639286,0,21,377.0,-363.0,0.0,0.50004053,-6.6611443,69.55598,-2.4464476,1.1389079,0.3442826,0.5283489,49.90535,74,4.7652035,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16436,51,9745.311561,120.18954780000058,120.03358720000142,-1.0,0.1559606,0,21,355.0,-358.0,0.0,0.50004053,-6.6611443,69.55598,-2.436258,1.1422521,0.34510276,0.5298998,48.751385,74,4.641834,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16437,51,9745.320249,120.18954780000058,120.04227520000131,-1.0,0.1472726,0,21,225.0,-427.0,0.0,0.50004053,-6.6611443,69.55598,-2.3624287,1.1197981,0.35774493,0.5256727,37.494965,74,3.473281,77,0.0,0.0,0.0,0.0,0.0,0
1,1,0,16440,51,9745.403548,120.2353877000005,120.12557420000121,-1.0,0.1098135,0,21,-140.0,-304.0,0.0,0.51917744,-6.6188383,69.28044,-2.1829343,1.2078204,0.37847644,0.5489729,45.502216,74,4.254935,77,0.0,0.0,0.0,0.0,0.0,0
