 ** Video Info ** 
Video File:
	Name:	poisson.mp4
	Frame Count:	379
	Width:	1280
	Height:	720
	FPS:	27.0
Video Display:
	Window Resolution:	[2560 1080]
	Window Fullscreen:	True
	Drawn Size:	[1280.  720.]

 ** Column Definitions ** 
frame_num:	The frame index being displayed. Range is 1 to video frame count.
frame_flip_time:	The time returned by win.flip() for the current frame_num.
playback_duration:	current frame_flip_time minus the first video frame_flip_time.

 ** Per Frame Video Playback Data ** 
frame_num	frame_flip_time	playback_duration
196	58.011100	7.217283	
197	58.044204	7.250386	
198	58.076634	7.282817	
199	58.129003	7.335186	
200	58.159817	7.366000	
201	58.193423	7.399605	
202	58.227224	7.433407	
203	58.260041	7.466223	
204	58.310478	7.516661	
205	58.343318	7.549501	
206	58.377149	7.583332	
207	58.410107	7.616290	
208	58.443384	7.649567	
209	58.493400	7.699583	
210	58.526487	7.732670	
211	58.559819	7.766002	
212	58.593519	7.799702	
213	58.643376	7.849559	
214	58.676564	7.882747	
215	58.710087	7.916270	
216	58.743290	7.949473	
217	58.793569	7.999752	
218	58.826699	8.032882	
219	58.859791	8.065974	
220	58.893387	8.099570	
221	58.926575	8.132758	
222	58.960003	8.166186	
223	59.010102	8.216284	
224	59.043154	8.249337	
225	59.077409	8.283592	
226	59.110187	8.316370	
227	59.159900	8.366083	
228	59.193407	8.399590	
229	59.226510	8.432693	
230	59.259919	8.466102	
231	59.293707	8.499890	
232	59.343489	8.549671	
233	59.376465	8.582648	
234	59.410111	8.616294	
235	59.443234	8.649417	
236	59.493920	8.700103	
237	59.526547	8.732730	
238	59.559904	8.766086	
239	59.594580	8.800763	
240	59.626490	8.832673	
241	59.676514	8.882697	
242	59.710070	8.916253	
243	59.743408	8.949590	
244	59.776443	8.982626	
245	59.816862	9.023045	
246	59.860606	9.066789	
247	59.894097	9.100280	
248	59.926756	9.132939	
249	59.959899	9.166082	
250	59.993320	9.199502	
251	60.043489	9.249671	
252	60.076535	9.282717	
253	60.110030	9.316213	
254	60.143523	9.349705	
255	60.193313	9.399496	
256	60.226483	9.432666	
257	60.276542	9.482725	
258	60.310159	9.516342	
259	60.343453	9.549636	
260	60.376651	9.582833	
261	60.409980	9.616163	
262	60.459836	9.666018	
263	60.493609	9.699791	
264	60.526685	9.732868	
265	60.559999	9.766182	
266	60.610139	9.816321	
267	60.643156	9.849338	
268	60.677003	9.883186	
269	60.710100	9.916282	
270	60.743337	9.949520	
271	60.793513	9.999696	
272	60.827206	10.033389	
273	60.859780	10.065963	
274	60.893423	10.099606	
275	60.926801	10.132984	
276	60.976486	10.182669	
277	61.010036	10.216219	
278	61.043260	10.249443	
279	61.076461	10.282644	
280	61.110254	10.316437	
281	61.160049	10.366231	
282	61.193678	10.399861	
283	61.226730	10.432913	
284	61.260014	10.466196	
285	61.310753	10.516936	
286	61.343266	10.549449	
287	61.376486	10.582669	
288	61.410222	10.616405	
289	61.443161	10.649343	
290	61.493167	10.699349	
291	61.526620	10.732803	
292	61.560037	10.766220	
293	61.596482	10.802664	
294	61.626660	10.832843	
295	61.676628	10.882810	
296	61.710017	10.916200	
297	61.743477	10.949660	
298	61.776658	10.982841	
299	61.810083	11.016266	
300	61.860097	11.066280	
301	61.893418	11.099601	
302	61.926832	11.133015	
303	61.960041	11.166224	
304	62.010099	11.216282	
305	62.043509	11.249692	
306	62.076663	11.282846	
307	62.110785	11.316967	
308	62.143453	11.349636	
309	62.193714	11.399897	
310	62.226724	11.432907	
311	62.259865	11.466047	
312	62.293383	11.499566	
313	62.326697	11.532880	
314	62.376491	11.582674	
315	62.410054	11.616237	
316	62.443735	11.649917	
317	62.476531	11.682714	
318	62.526695	11.732878	
319	62.560027	11.766210	
320	62.593327	11.799510	
321	62.626646	11.832829	
322	62.659927	11.866109	
323	62.710142	11.916325	
324	62.743436	11.949619	
325	62.793922	12.000105	
326	62.826731	12.032914	
327	62.859793	12.065976	
328	63.044097	12.250280	
331	63.076579	12.282762	
334	63.126641	12.332824	
335	63.159729	12.365912	
336	63.193538	12.399721	
337	63.226609	12.432791	
338	63.259852	12.466034	
339	63.310029	12.516212	
340	63.343130	12.549312	
341	63.376471	12.582654	
342	63.410066	12.616249	
343	63.459764	12.665947	
344	63.493777	12.699959	
345	63.526905	12.733088	
346	63.559776	12.765959	
347	63.593377	12.799559	
348	63.643738	12.849921	
349	63.676472	12.882655	
350	63.710024	12.916207	
351	63.743445	12.949628	
352	63.776463	12.982646	
353	63.827555	13.033737	
354	63.859919	13.066102	
355	63.893581	13.099764	
356	63.926753	13.132935	
357	63.976526	13.182708	
358	64.010090	13.216272	
359	64.043756	13.249939	
360	64.076486	13.282669	
361	64.109972	13.316155	
362	64.143295	13.349477	
363	64.193409	13.399592	
364	64.226860	13.433043	
365	64.259707	13.465889	
366	64.293311	13.499494	
367	64.343662	13.549845	
368	64.376421	13.582604	
369	64.409984	13.616167	
370	64.443133	13.649316	
