experiment_id,session_id,device_id,event_id,type,device_time,logged_time,time,confidence_interval,delay,filter_id,msg_offset,category,text
1,1,0,81,151,49.179018100001485,49.17922720000024,49.179018100001485,0.0,0.00020909999,0,0.0,b'',"b'ScreenSize=[2560, 1080]'"
1,1,0,82,151,49.17932950000068,49.179484900001626,49.17932950000068,0.0,0.0001554,0,0.0,b'',b'ScreenFrame=60.0'
1,1,0,83,151,49.17957370000113,49.17972320000081,49.17957370000113,0.0,0.0001495,0,0.0,b'',b'EyeFrame=60.0'
1,1,0,84,151,49.33944479999991,49.33964930000002,49.33944479999991,0.0,0.0002045,0,0.0,b'',b'TRIAL_START'
1,1,0,85,151,49.33974400000079,49.3398513000011,49.33974400000079,0.0,0.0001073,0,0.0,b'',b'FIXATION_START'
1,1,0,86,151,52.41006490000109,52.41110210000079,52.41006490000109,0.0,0.0010372,0,0.0,b'',b'FIXATION_STOP'
1,1,0,87,151,52.426718300001085,52.42692470000111,52.426718300001085,0.0,0.0002064,0,0.0,b'',b'IMAGE_START :52.42666'
1,1,0,88,151,52.42701269999998,52.427189400001225,52.42701269999998,0.0,0.0001767,0,0.0,b'',b'img_2.jpg'
1,1,0,2313,151,59.47634960000141,59.476584100000764,59.47634960000141,0.0,0.0002345,0,0.0,b'',b'IMAGE_STOP :59.47631'
1,1,0,2314,151,59.47711490000074,59.477258200000506,59.47711490000074,0.0,0.0001433,0,0.0,b'',b'REST_START'
1,1,0,2781,151,61.47656350000034,61.476744400000825,61.47656350000034,0.0,0.0001809,0,0.0,b'',b'REST_STOP'
1,1,0,2782,151,61.47730870000123,61.47744650000095,61.47730870000123,0.0,0.0001378,0,0.0,b'',b'TRIAL_STOP'
1,1,0,2793,151,61.51665630000025,61.516878800000995,61.51665630000025,0.0,0.0002225,0,0.0,b'',b'TRIAL_START'
1,1,0,2794,151,61.51697340000101,61.51714780000111,61.51697340000101,0.0,0.0001744,0,0.0,b'',b'FIXATION_START'
1,1,0,3505,151,64.49318110000058,64.4934086000012,64.49318110000058,0.0,0.0002275,0,0.0,b'',b'FIXATION_STOP'
1,1,0,3517,151,64.50984270000117,64.51003149999997,64.50984270000117,0.0,0.0001888,0,0.0,b'',b'IMAGE_START :64.5098'
1,1,0,3518,151,64.51014150000083,64.51028030000089,64.51014150000083,0.0,0.0001388,0,0.0,b'',b'img_1.jpg'
1,1,0,5189,151,71.49275230000057,71.49291860000085,71.49275230000057,0.0,0.0001663,0,0.0,b'',b'IMAGE_STOP :71.4927'
1,1,0,5190,151,71.49464590000025,71.49480190000031,71.49464590000025,0.0,0.000156,0,0.0,b'',b'REST_START'
1,1,0,5638,151,73.49307340000087,73.49575730000106,73.49307340000087,0.0,0.0026839,0,0.0,b'',b'REST_STOP'
1,1,0,5639,151,73.49642380000114,73.4965701000001,73.49642380000114,0.0,0.0001463,0,0.0,b'',b'TRIAL_STOP'
1,1,0,5640,151,73.51645410000128,73.51667790000101,73.51645410000128,0.0,0.0002238,0,0.0,b'',b'TRIAL_START'
1,1,0,5641,151,73.51679000000149,73.51692560000083,73.51679000000149,0.0,0.0001356,0,0.0,b'',b'FIXATION_START'
1,1,0,6352,151,76.49299210000027,76.4932015000013,76.49299210000027,0.0,0.0002094,0,0.0,b'',b'FIXATION_STOP'
1,1,0,6366,151,76.50968290000128,76.50986270000067,76.50968290000128,0.0,0.0001798,0,0.0,b'',b'IMAGE_START :76.50964'
1,1,0,6367,151,76.5099678000006,76.51011730000027,76.5099678000006,0.0,0.0001495,0,0.0,b'',b'street.jpg'
1,1,0,8025,151,83.49295650000022,83.49322460000076,83.49295650000022,0.0,0.0002681,0,0.0,b'',b'IMAGE_STOP :83.49288'
1,1,0,8026,151,83.49568700000054,83.49588210000002,83.49568700000054,0.0,0.0001951,0,0.0,b'',b'REST_START'
1,1,0,8404,151,85.49356330000046,85.49379050000061,85.49356330000046,0.0,0.0002272,0,0.0,b'',b'REST_STOP'
